"script_path","uses_template_style","has_run_context","has_required_outputs","has_rethrow","compliant"
"Tools ver1/move_all_legacy_folders.m","NO","NO","NO","NO","NO"
"Tools ver1/move_unused_to_legacy.m","NO","NO","NO","NO","NO"
"Tools ver1/organize_appearance_files.m","NO","NO","NO","NO","NO"
"Tools ver1/organize_figure_saving_files.m","NO","NO","NO","NO","NO"
"Tools ver1/organize_switching_files.m","NO","NO","NO","NO","NO"
"Tools ver1/organize_zfAMR_files.m","NO","NO","NO","NO","NO"
"tools/build_kappa2_phen_inputs.m","NO","NO","NO","NO","NO"
"tools/claims/list_claims.m","NO","NO","NO","NO","NO"
"tools/enforce_canonical_phi1_source.m","NO","NO","NO","NO","NO"
"tools/export_observables.m","NO","NO","NO","NO","NO"
"tools/figure_repair/apply_fig_style_repair.m","NO","NO","NO","NO","NO"
"tools/figure_repair/demo_repair_example.m","NO","NO","NO","NO","NO"
"tools/figure_repair/export_repaired_figure.m","NO","NO","NO","NO","NO"
"tools/figure_repair/inspect_fig_contents.m","NO","NO","NO","NO","NO"
"tools/figure_repair/repair_fig_directory.m","NO","NO","NO","NO","NO"
"tools/figure_repair/repair_fig_file.m","NO","NO","NO","NO","NO"
"tools/figure_repair/run_validation_suite.m","NO","NO","NO","NO","NO"
"tools/figure_repair/validate_repair_integrity.m","NO","NO","NO","NO","NO"
"tools/figure_repair/write_repair_metadata.m","NO","NO","NO","NO","NO"
"tools/figures/apply_publication_style.m","NO","NO","NO","NO","NO"
"tools/figures/create_figure.m","NO","NO","NO","NO","NO"
"tools/figures/figure_quality_check.m","NO","NO","NO","NO","NO"
"tools/getLatestRun.m","NO","NO","NO","NO","NO"
"tools/getRunOutputDir.m","NO","NO","NO","NO","NO"
"tools/init_run_output_dir.m","NO","YES","NO","NO","NO"
"tools/list_runs.m","NO","NO","NO","NO","NO"
"tools/load_observables.m","NO","NO","NO","NO","NO"
"tools/load_run_manifest.m","NO","NO","NO","NO","NO"
"tools/openLatestRun.m","NO","NO","NO","NO","NO"
"tools/resolve_results_input_dir.m","NO","NO","NO","NO","NO"
"tools/run_kappa2_phen_audit.m","NO","NO","NO","NO","NO"
"tools/run_phi1_curvature_generator_test.m","NO","NO","NO","NO","NO"
"tools/run_phi1_from_pt_shape_test.m","NO","NO","NO","YES","NO"
"tools/run_review/generate_run_review_manifests.m","NO","NO","NO","NO","NO"
"tools/save_run_figure.m","NO","NO","NO","NO","NO"
"tools/save_run_report.m","NO","NO","NO","NO","NO"
"tools/save_run_table.m","NO","NO","NO","NO","NO"
"tools/survey_audit/audit_run_reviews.m","NO","NO","NO","NO","NO"
"tools/survey_builder/build_rolling_surveys.m","NO","NO","NO","NO","NO"
"tools/survey_registry/load_registry.m","NO","NO","NO","NO","NO"
"tools/tau_vs_barrier_minimal_probe.m","NO","NO","NO","NO","NO"
"x_necessity_and_pairing_tests.m","NO","YES","NO","NO","NO"
"zfAMR ver11/analysis/analyze_AMR_fourier.m","NO","NO","NO","NO","NO"
"zfAMR ver11/analysis/analyze_AMR_symmetry.m","NO","NO","NO","NO","NO"
"zfAMR ver11/analysis/analyze_physical_fourier.m","NO","NO","NO","NO","NO"
"zfAMR ver11/analysis/fourier_spectrum.m","NO","NO","NO","NO","NO"
"zfAMR ver11/analysis/plot_AMR_harmonic_spectrum.m","NO","NO","NO","NO","NO"
"zfAMR ver11/analysis/plot_AMR_maps_one_channel.m","NO","NO","NO","NO","NO"
"zfAMR ver11/analysis/plot_harmonic_locking.m","NO","NO","NO","NO","NO"
"zfAMR ver11/analysis/print_AMR_spectra.m","NO","NO","NO","NO","NO"
"zfAMR ver11/analysis/Transform_zfAMR.m","NO","NO","NO","NO","NO"
"zfAMR ver11/analyze_resistivity_difference.m","NO","NO","NO","NO","NO"
"zfAMR ver11/append_file_fun.m","NO","NO","NO","NO","NO"
"zfAMR ver11/appended_dat_files.m","NO","NO","NO","NO","NO"
"zfAMR ver11/calculate_resistivity_deviation_percent.m","NO","NO","NO","NO","NO"
"zfAMR ver11/calculate_resistivity_points_averages.m","NO","NO","NO","NO","NO"
"zfAMR ver11/firstNonEmptyTable.m","NO","NO","NO","NO","NO"
"zfAMR ver11/main/zfAMR_main.m","NO","NO","NO","NO","NO"
"zfAMR ver11/parsing/dedup_by_round.m","NO","NO","NO","NO","NO"
"zfAMR ver11/parsing/extract_base_max_angle.m","NO","NO","NO","NO","NO"
"zfAMR ver11/parsing/extract_cooling_segments.m","NO","NO","NO","NO","NO"
"zfAMR ver11/parsing/extract_cooling_segments_with_points.m","NO","NO","NO","NO","NO"
"zfAMR ver11/parsing/extract_warming_segments.m","NO","NO","NO","NO","NO"
"zfAMR ver11/parsing/extract_warming_segments_with_points.m","NO","NO","NO","NO","NO"
"zfAMR ver11/parsing/find_angle_segments.m","NO","NO","NO","NO","NO"
"zfAMR ver11/parsing/find_decreasing_temperature_segments.m","NO","NO","NO","NO","NO"
"zfAMR ver11/parsing/find_field_segments.m","NO","NO","NO","NO","NO"
"zfAMR ver11/parsing/find_increasing_temperature_segments.m","NO","NO","NO","NO","NO"
"zfAMR ver11/parsing/mk_angle_mapper.m","NO","NO","NO","NO","NO"
"zfAMR ver11/parsing/resolve_channels.m","NO","NO","NO","NO","NO"
"zfAMR ver11/parsing/resolve_delta_angle_from_names.m","NO","NO","NO","NO","NO"
"zfAMR ver11/parsing/select_angles.m","NO","NO","NO","NO","NO"
"zfAMR ver11/parsing/tags_to_channel_keys.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/interactive_plot_warming_cooling.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_compAMR.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_cooling_segments_with_points.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_extracted_cooling_segments.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_extracted_warming_segments.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_fcAMR.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_fcAMR_polar.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_field_vs_temp.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_founded_angle_segments.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_founded_decreasing_temperature_segments.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_founded_field_segments.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_founded_increasing_temperature_segments.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_R_vs_temp_field_at_angle.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_resistivity_cooling_segments.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_resistivity_deviation.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_resistivity_diff.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_resistivity_diff_polar.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_resistivity_warming_segments.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_warming_segments_with_points.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_zfAMR.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_zfAMR_and_fcAMR.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/plot_zfAMR_polar.m","NO","NO","NO","NO","NO"
"zfAMR ver11/plots/pretty_label.m","NO","NO","NO","NO","NO"
"zfAMR ver11/tables/build_resistivity_cooling_points_tables.m","NO","NO","NO","NO","NO"
"zfAMR ver11/tables/build_resistivity_tables.m","NO","NO","NO","NO","NO"
"zfAMR ver11/tables/build_resistivity_warming_points_tables.m","NO","NO","NO","NO","NO"
"zfAMR ver11/utils/fix_angle_wrap_after_segments.m","NO","NO","NO","NO","NO"
"zfAMR ver11/utils/read_data.m","NO","NO","NO","NO","NO"
"zfAMR ver11/utils/reindex_rows.m","NO","NO","NO","NO","NO"
"zfAMR ver11/utils/ternary.m","NO","NO","NO","NO","NO"
"zfAMR ver11/utils/wrap_sort_angles.m","NO","NO","NO","NO","NO"
