"script_path","category","purpose","status","complexity","dependencies_notes"
"Switching/analysis/switching_ridge_curvature_analysis.m","unknown","switching_ridge_curvature_analysis","WORKING","MEDIUM","expects observables.csv; uses readtable"
"Switching/analysis/switching_ridge_susceptibility_analysis.m","unknown","switching_ridge_susceptibility_analysis","WORKING","MEDIUM","uses readtable"
"Switching/analysis/switching_ridge_susceptibility_test.m","unknown","switching_ridge_susceptibility_test","WORKING","MEDIUM","uses readtable"
"Switching/analysis/switching_second_coordinate_duel.m","unknown","switching_second_coordinate_duel","WORKING","MEDIUM","uses readtable"
"Switching/analysis/switching_second_structural_observable_search.m","unknown","switching_second_structural_observable_search","BROKEN","MEDIUM","uses readtable"
"Switching/analysis/switching_shape_rank_analysis.m","unknown","switching_shape_rank_analysis","WORKING","MEDIUM","uses readtable"
"Switching/analysis/switching_translation_mode_test.m","unknown","switching_translation_mode_test","WORKING","MEDIUM","uses readtable"
"Switching/analysis/switching_XI_Xshape_analysis.m","unknown","switching_XI_Xshape_analysis","WORKING","MEDIUM","uses readtable"
"Switching/utils/analyzeShapeSubspace.m","unknown","analyzeShapeSubspace.m","PARTIAL","SIMPLE",""
"Switching/utils/buildMapRounded.m","unknown","buildMapRounded.m","PARTIAL","SIMPLE",""
"Switching/utils/buildShapeMaps.m","unknown","buildShapeMaps.m","PARTIAL","SIMPLE",""
"Switching/utils/buildSwitchingMapRounded.m","unknown","buildSwitchingMapRounded.m","PARTIAL","SIMPLE",""
"Switching/utils/computeXshapeFromMap.m","unknown","computeXshapeFromMap.m","PARTIAL","SIMPLE",""
"Switching/utils/safeCorr.m","infrastructure","safeCorr.m","PARTIAL","SIMPLE",""
"Switching/utils/switchingNumericColumn.m","unknown","switchingNumericColumn.m","PARTIAL","SIMPLE",""
"Switching/utils/toNum.m","unknown","toNum.m","PARTIAL","SIMPLE",""
"Switching/utils/toNumeric.m","unknown","toNumeric.m","PARTIAL","SIMPLE",""
"Switching/utils/toNumericColumn.m","unknown","toNumericColumn.m","PARTIAL","SIMPLE",""
"test_execution_probe.m","infrastructure","test_execution_probe.m","PARTIAL","SIMPLE",""
"test_probe.m","infrastructure","probe.m","PARTIAL","SIMPLE",""
"test_probe_checks.m","infrastructure","checks.m","PARTIAL","SIMPLE",""
"test_run_wrapper.m","infrastructure","wrapper.m","PARTIAL","SIMPLE",""
"test_threshold_init.m","unknown","Test threshold distribution model execution","WORKING","SIMPLE","uses readtable"
"tmp_a1_observable_analysis.m","unknown","tmp observable analysis.m","BROKEN","SIMPLE","expects observables.csv; uses readtable"
"tmp_determinism_check.m","unknown","tmp determinism check.m","PARTIAL","SIMPLE",""
"x_necessity_and_pairing_tests.m","unknown","x_necessity_and_pairing_tests","WORKING","MEDIUM","uses readtable"
"zfAMR ver11/analysis/analyze_AMR_fourier.m","unknown","=========================================================","PARTIAL","SIMPLE",""
"zfAMR ver11/analysis/analyze_AMR_symmetry.m","unknown","------------------------------------------------------------","PARTIAL","COMPLEX",""
"zfAMR ver11/analysis/analyze_physical_fourier.m","unknown","analyze_physical_fourier","WORKING","COMPLEX",""
"zfAMR ver11/analysis/fourier_spectrum.m","unknown","fourier_spectrum","PARTIAL","COMPLEX",""
"zfAMR ver11/analysis/plot_AMR_harmonic_spectrum.m","infrastructure","Plot full harmonic spectrum for a given channel / field / temperature","PARTIAL","SIMPLE",""
"zfAMR ver11/analysis/plot_AMR_maps_one_channel.m","infrastructure","=========================================================","PARTIAL","MEDIUM",""
"zfAMR ver11/analysis/plot_harmonic_locking.m","infrastructure","plot_harmonic_locking","PARTIAL","COMPLEX",""
"zfAMR ver11/analysis/print_AMR_spectra.m","unknown","Print and plot harmonic spectra from AMR symmetry analysis","PARTIAL","SIMPLE",""
"zfAMR ver11/analysis/Transform_zfAMR.m","unknown","Transform zfAMR.m","PARTIAL","SIMPLE",""
